,0
384,68.16171
385,6.624439911
386,14.5222363
387,54.74318
388,61.53436
389,54.7248
390,58.01836
391,50.3835
392,6.086525665
393,4.633545041
394,58.70772
395,70.42389
396,1.210715
397,4.610249
398,61.42667
399,68.80222
400,46.30752
401,69.4907
402,8.989805
403,16.22394
404,1.99818
405,3.087125795
406,14.66848
407,8.492867
408,60.2958
409,13.00557
410,1.270546
411,47.62011
412,31.10956637
413,69.66186
414,66.77188
415,10.31681
416,71.35403
417,1.204999
418,71.51954
419,6.526670837
420,51.38074
421,44.57688
422,3.988032
423,63.80541
424,5.387532
425,62.70815
426,4.759938908
427,41.23951
428,1.092219692
429,66.63528
430,28.28911
431,19.57075
432,3.509036092
433,8.259716
434,12.69881
435,2.694014031
436,67.53219
437,20.31446952
438,12.50526
439,1.583394702
440,55.85553
441,21.20428
442,6.92143
443,67.93831
444,9.396957
445,51.31462
446,10.35845
447,62.85596
448,68.68481
449,8.83974
450,16.56587766
451,7.321650003
452,9.351000629
453,7.890163
454,50.8022
455,1.350108155
456,8.508626757
457,1.563383
458,55.75197
459,7.065506244
460,12.85397739
461,48.44746
462,4.632153
463,52.75131
464,52.20049
465,11.07503
466,3.589597
467,55.61318
468,52.20263
469,62.76892
470,64.52797
471,1.921647847
472,64.19903
473,4.791566
474,8.747794
475,8.686291
476,9.482919033
477,63.5876
478,8.381515693
479,50.86377
480,59.86596
481,67.72095
482,66.58823
483,11.45319603
484,50.48733
485,7.980015371
486,48.31617
487,14.41890198
488,9.320973584
489,2.970609
490,18.11168
491,12.4341
492,9.390135
493,1.393262
494,60.64795
495,12.0068
496,3.493433
497,3.295993837
498,64.48578
499,57.98413
500,5.156634
501,2.347884
502,71.99928
503,12.80172
504,63.90796
505,6.209949
506,63.08587
507,7.413447
508,14.84017
509,8.377189
510,59.36904
511,64.83209
512,14.16961729
513,4.367739
514,10.1127187
515,45.59475
516,57.83255
517,69.48178
518,2.451160296
519,2.09057
520,68.22138
521,61.38199
522,55.06671
523,60.07014
524,54.55234
525,65.33881
526,61.63116
527,2.553094
528,19.26465
529,71.89548
530,65.52033
531,42.80596
532,11.38257
533,10.6312597
534,57.63594
535,11.99482
536,3.954689282
537,71.03451
538,48.57163
539,57.53786
540,16.5488
541,59.6877
542,9.961602
543,62.32241
544,46.63416
545,65.51344
546,11.45756486
547,58.57229
548,65.15995
549,45.5098
550,11.9781
551,66.46762
552,52.96043
553,7.55918608
554,69.18745
555,7.944389
556,45.62317
557,67.1766
558,17.95045
559,4.627672042
560,5.229738
561,2.10678
562,44.34553
563,1.312447
564,62.78671
565,61.79462
566,71.35208
567,60.45224
568,70.30088
569,50.4403
570,5.902195
571,16.55879
572,67.87033
573,25.36784311
574,20.78013031
575,42.01051
576,7.661226872
577,7.685124
578,1.789830613
579,2.380500918
580,5.440398012
581,7.320050181
582,4.355677
583,3.857300987
584,2.867284438
585,47.428
586,3.199643
587,11.98109
588,2.170567319
589,8.962034
590,11.66425
591,54.05623
592,65.62921
593,15.72071086
594,12.18544178
595,57.38041
596,67.9711
597,44.60874
598,56.3981
599,2.010353461
600,66.27571
601,70.02963
602,70.4936
603,8.908332009
604,68.29684
605,9.747138
606,53.03214
607,65.49474
608,46.2718
609,66.97927
610,11.71559
611,16.96026
612,10.92247392
613,3.305552
614,2.049307
615,6.311363
616,14.61254
617,2.599617
618,17.7076
619,52.60487
620,39.27473
621,20.13722
622,67.5017
623,53.25801
624,57.35881
625,13.02429
626,58.7019
627,15.22417
628,12.77495667
629,4.109952242
630,16.75922789
631,8.561641
632,24.8868126
633,7.262579715
634,17.63783701
635,4.066925
636,44.68507
637,17.56134872
638,5.792269
639,11.30129
640,41.22287
641,7.976237
642,9.061231
643,3.052755
644,54.84444
645,23.28091
646,51.83082
647,3.984772
648,66.89083
649,2.086431077
650,6.325942162
651,61.72165
652,40.35081
653,62.10686
654,13.69077
655,6.681362911
656,60.33663
657,69.97238
658,5.814507
659,10.39427126
660,8.248755691
661,69.39989
662,21.06092
663,8.527084
664,5.643360294
665,70.04054
666,68.4414
667,68.04207
668,49.04885
669,12.95415
670,54.78319
671,21.55836
672,71.54108
673,70.8043
674,53.66352
675,70.26887
676,6.22226629
677,68.90613
678,60.85274
679,10.46190099
680,4.377435
681,16.74968
682,48.15455
683,4.847411
684,61.62652
685,61.10374
686,62.29043
687,70.64297
688,4.066766
689,62.281
690,70.83916
691,56.1113
692,52.65622
693,6.365101
694,48.87162
695,2.439520256
696,12.63923748
697,52.03938
698,7.923777
699,63.64621
700,53.90195
701,64.90439
702,18.81607435
703,52.21545
704,68.00844
705,58.10315
706,6.418130939
707,4.078283
708,17.98438
709,54.58835
710,59.02827
711,49.20691
712,7.897660605
713,62.71338
714,71.53343
715,3.852627275
716,4.827032
717,56.53318
718,60.54883
719,47.32195
720,6.524843094
721,13.72354614
722,10.06351
723,11.64763
724,5.448172
725,7.004427474
726,8.369827
727,58.76836
728,58.52876
729,4.799514433
730,12.69289
731,57.07265
732,4.892174
733,1.374443
734,2.402087
735,48.16091
736,13.03099332
737,3.135848347
738,11.36938
739,18.02281027
740,41.37315
741,22.05456
742,63.47945
743,2.24841574
744,19.94322
745,13.85187885
746,64.01003
747,59.40963
748,8.539485
749,5.452285
750,48.78507
751,6.617173
752,52.3499
753,49.66569
754,7.888574
755,59.49558
756,63.37746
757,63.99474
758,11.88503
759,8.015401085
760,6.198230305
761,43.29117
762,4.594946825
763,63.47441
764,57.04917
765,3.98008
766,4.397705634
767,58.1358
768,52.4705
769,66.27257
770,1.954899
771,15.82734
772,45.18454
773,59.82583
774,27.84191
775,64.10363
776,10.56862
777,4.525491
778,8.973181
779,6.893142
780,9.19773
781,43.92326
782,55.20546
783,67.11808
784,71.99132
785,6.437878909
786,41.95888
787,7.626943
788,5.885148
789,2.250238
790,58.7814
791,14.23487852
792,16.78883402
793,44.14519
794,9.217596711
795,62.46483
796,21.13118502
797,51.62495
798,69.03568
799,37.11912
800,64.1745
801,4.310974
802,9.705314
803,56.1721
804,12.00194
805,3.471329958
806,10.11079
807,10.42906
808,2.163284177
809,4.46492
810,3.08799
811,57.66137
812,3.157767
813,69.026
814,19.08438023
815,17.88722
816,67.92751
817,10.98841039
818,1.871066
819,10.50826
820,7.88215
821,52.90819
822,5.705684
823,58.20314
824,69.99167
825,7.369734
826,59.84973
827,2.507107
828,6.877942744
829,5.550110436
830,67.16512
831,60.15898
832,67.0374
833,14.0669
834,3.955928538
835,58.50824
836,56.99989
837,60.04586
838,4.303849456
839,70.77308
840,55.72308
841,1.90586
842,70.64245
843,54.94221
844,64.1621
845,14.92730216
846,14.74415
847,1.699850064
848,2.681114
849,70.40902
850,6.671684
851,5.901029789
852,59.43102
853,55.09689
854,10.03212915
855,1.813049
856,7.978289
857,53.82378
858,60.4105
859,7.845114
860,57.89761
861,62.58644
862,71.00745
863,24.77634001
864,70.97645
865,8.361438
866,9.405224809
867,56.26118
868,40.24438
869,61.60654
870,64.56459
871,54.75767
872,11.40192641
873,70.16829
874,71.01166
875,4.816592997
876,62.6093
877,48.90424
878,48.92659
879,2.722761372
880,45.66396
881,2.457741
882,39.27289
883,18.56165869
884,21.4708673
885,44.60033
886,71.805
887,39.4081
888,48.53271
889,5.850283
890,4.380312
891,18.08315
892,52.76082
893,31.32024
894,52.89423
895,54.7709
896,9.539962975
897,11.16749
898,63.05421
899,11.73492964
900,3.211508
901,54.22814
902,56.01033
903,13.47613
904,61.82935
905,58.04214
906,59.03432
907,9.594746
908,19.28984
909,17.19789
910,2.887429547
911,71.94719
912,47.86746
913,19.84947
914,12.173
915,54.68337
916,7.778058
917,3.384599
918,13.62832619
919,63.43387
920,59.64391
921,53.53017
922,9.022068
923,67.57419
924,60.43351
925,3.878332
926,9.062033
927,3.663316236
928,68.47895
929,38.2827
930,62.45443
931,45.84265
932,9.499599
933,64.49909
934,45.89028
935,53.17302
936,30.82191
937,7.172070851
938,10.90922
939,4.157726
940,62.90729
941,14.05740045
942,1.789614
943,12.27217
944,5.996824
945,4.243723
946,49.07033
947,10.35779
948,7.896421
949,53.9011
950,55.49816
951,68.98754
952,41.75833
953,15.36862
954,9.84106
955,66.50713
956,60.18695
957,60.98195
958,36.88134
959,57.28247
960,67.96418
961,19.19435
962,58.06953
963,3.101413
964,70.62716
965,16.58054
966,57.85206
967,60.29749
968,70.36489
969,67.71293
970,61.65935
971,59.66552
972,63.48369
973,54.1338
974,3.857792
975,3.831822
976,57.1124
977,1.356734
978,45.6394
979,16.03441
980,62.21879
981,2.77885
982,48.98259
983,46.91449
984,3.005659256
985,11.07083425
986,61.59822
987,12.43721
988,69.28716
989,18.38404445
990,7.793733508
991,2.294386519
992,63.9916
993,62.71074
994,68.93363
995,67.87019
996,59.12149
997,55.55865
998,50.62544
999,56.9918
1000,65.3851
1001,8.259385
1002,1.025579
1003,8.4944392
1004,70.00904
1005,14.72164
1006,8.436679
1007,5.587484456
1008,16.43691
1009,59.01705
1010,3.199682
1011,45.91919
1012,55.02079
1013,51.98225
1014,9.932123
1015,7.979145258
1016,20.89923386
1017,19.56071
1018,63.30112
1019,9.026366
1020,1.741247
1021,68.6654
1022,70.32865
1023,57.95857
1024,10.52622
1025,10.39421
1026,59.29981
1027,8.081693
1028,71.05361
1029,11.16116
1030,8.06514
1031,14.86270396
1032,17.76511
1033,3.122125
1034,5.31868521
1035,65.13005
1036,12.86853
1037,14.80365
1038,57.86878
1039,14.36438
1040,15.74763468
1041,2.768037617
1042,71.36133
1043,6.106821
1044,69.38376
1045,10.52199781
1046,6.137692
1047,70.1758
1048,40.731
1049,10.85865384
1050,39.35678
1051,71.12475
1052,60.5411
1053,69.04134
1054,58.78687
1055,63.31259
1056,64.54595
1057,61.0537
1058,65.16939
1059,11.96148946
1060,8.71167
1061,54.02641
1062,57.11409
1063,43.77028
1064,67.34697
1065,64.92993
1066,54.7075
1067,16.00167972
1068,4.597088
1069,54.10768
1070,7.18546062
1071,7.441432103
1072,36.05308
1073,10.16511
1074,61.18991
1075,13.08183
1076,7.668017
1077,1.611546284
1078,1.689999
1079,69.12212
1080,2.71724
1081,49.64838
1082,63.25715
1083,52.87464
1084,65.71805
1085,1.398734
1086,61.63974
1087,3.354127023
1088,4.997365436
1089,68.60299
1090,16.8000196
1091,65.85945
1092,69.76805
1093,65.68601
1094,65.0829
1095,65.28157
1096,13.96391
1097,65.65204
1098,12.18592
1099,56.84758
1100,15.49592
1101,13.82541752
1102,62.03561
1103,7.634806
1104,4.526424
1105,11.71980152
1106,66.00509
1107,51.68157
1108,7.72199
1109,62.31372
1110,6.642819537
1111,65.93469
1112,64.81359
1113,55.77968
1114,62.77848
1115,55.18746
1116,48.92152
1117,40.43984
1118,2.432366
1119,56.86301
1120,69.03829
1121,41.54053
1122,2.560691
1123,14.40375
1124,47.94402
1125,68.07527
1126,8.721905501
1127,45.96907
1128,5.006746
1129,7.231032028
1130,67.18331
1131,10.02202
1132,5.954975
1133,2.526565
1134,55.22442
1135,50.07284
1136,54.51932
1137,15.85774
1138,57.4792
1139,2.932159225
1140,7.930205
1141,7.469813
1142,9.712168
1143,62.55977
1144,48.03223
1145,6.907426
1146,16.81532
1147,71.86603
1148,8.944195
1149,64.17582
1150,61.173
1151,70.90919
1152,17.08722662
1153,64.11518
1154,66.12623
1155,7.623523
1156,64.3165
1157,47.3962
1158,38.36776
1159,71.15596
1160,10.9750814
1161,5.522376826
1162,49.26867
1163,67.20907
1164,65.98685
1165,5.062073
1166,53.9154
1167,5.602813
1168,54.91169
1169,58.2078
1170,58.96627
1171,68.95831
1172,12.61471
1173,21.67433467
1174,71.38558
1175,11.11794
1176,56.7924
1177,61.19826
1178,68.47424
1179,10.16660427
1180,4.612099351
1181,9.820347
1182,8.316193
1183,56.07932
1184,60.20473
1185,9.880576
1186,8.387889
1187,1.932645
1188,8.397776839
1189,7.251397592
1190,6.093194674
1191,3.662342
1192,11.07800251
1193,48.25936
1194,65.66957
1195,12.85483
1196,58.45672
1197,3.656765
1198,47.40865
1199,51.95172
1200,6.403857
1201,15.85002222
1202,45.75297
1203,55.11148
1204,3.876069
1205,1.901532614
1206,71.63589
1207,48.36469
1208,61.82628
1209,25.43212
1210,6.91807
1211,3.545553
1212,13.24052
1213,24.19132114
1214,3.08219
1215,9.068923
1216,66.07472
1217,8.509499576
1218,64.11559
1219,5.962119
1220,22.04436191
1221,2.284487
1222,5.691421867
1223,16.37167434
1224,2.555762
1225,65.44538
1226,9.637781398
1227,65.22821
1228,2.005733
1229,12.24190682
1230,63.17504
1231,5.760318
1232,64.91322
1233,70.99802
1234,51.80774
1235,28.86969715
1236,9.62893496
1237,19.78766
1238,11.42508906
1239,58.8721
1240,18.80644
1241,70.22928
1242,6.935335786
1243,56.08334
1244,8.161101
1245,7.735821
1246,11.50316
1247,49.72909
1248,18.66406554
1249,5.145314
1250,42.47836
1251,51.58472
1252,1.891666
1253,60.45093
1254,3.736763788
1255,2.050742411
1256,61.27483
1257,55.51616
1258,13.44855
1259,6.069124406
1260,63.18627
1261,3.794574
1262,59.35209
1263,5.100566529
1264,2.731606393
1265,17.2154
1266,67.86091
1267,13.28713487
1268,70.73486
1269,8.30949
1270,7.376158
1271,11.82576277
1272,13.80323806
1273,69.06918
1274,11.44470291
1275,4.849677072
1276,67.89759
1277,4.055418
1278,2.19437
1279,60.91248
1280,13.37654004
1281,71.58072
1282,64.92325
1283,70.69408
1284,6.357562637
1285,69.90151
1286,50.97885
1287,16.88185
1288,44.01106
1289,64.54916
1290,1.512791057
1291,71.92785
1292,7.843263617
1293,66.94632
1294,46.55143
1295,8.457034
1296,60.06981
1297,71.36862
1298,9.556572
1299,7.342789
1300,12.63051
1301,44.92225
1302,54.07728
1303,58.43587
1304,60.88203
1305,69.91998
1306,19.42268
1307,63.69896
1308,56.08175
1309,69.7211
1310,2.216583602
1311,65.78
1312,65.93142
1313,49.50927
1314,2.871999386
1315,63.10868
1316,45.82823
1317,13.0035986
1318,55.0447
1319,71.52864
1320,57.59524
1321,52.92007
1322,52.27228
1323,4.219362
1324,7.272649386
1325,56.31703
1326,18.94429
1327,12.14453
1328,66.56346
1329,66.21743
1330,5.481792
1331,61.52544
1332,17.18815
1333,8.249394
1334,17.31776736
1335,4.525864256
1336,60.1246
1337,6.736871
1338,43.59094
1339,11.64744
1340,1.084656113
1341,9.570397
1342,10.50397242
1343,6.506483
1344,4.304076015
1345,11.94952
1346,62.6686
1347,58.97078
1348,68.96904
1349,4.267801
1350,22.73656
1351,7.425503428
1352,1.530293
1353,4.192662
1354,8.718999
1355,2.426747
1356,68.13863
1357,39.62761
1358,2.017622
1359,68.03324
1360,2.804449
1361,3.820262172
1362,3.631024
1363,18.76976086
1364,11.94283
1365,8.612474
1366,61.47987
1367,63.5434
1368,4.933319572
1369,61.35472
1370,14.93006551
1371,66.15184
1372,4.91638
1373,66.94288
1374,3.152098
1375,65.21231
1376,63.42204
1377,56.64692
1378,8.390283
1379,64.63082
1380,41.72903
1381,2.061636
1382,1.992273
1383,47.42715
1384,60.34589
1385,4.115815
1386,67.90183
1387,9.162445307
1388,9.29979
1389,15.32475177
1390,57.31946
1391,9.841833
1392,5.412980331
1393,68.06938
1394,5.759265746
1395,63.98562
1396,4.01663
1397,10.36025557
1398,17.98715
1399,53.54212
1400,62.83227
1401,1.690026
1402,16.0708543
1403,62.84931
1404,14.39399314
1405,68.88449
1406,53.71087
1407,59.01535
1408,7.266887
1409,68.59473
1410,57.49343
1411,54.17218
1412,63.79124
1413,70.43935
1414,68.9214
1415,48.5611
1416,65.74105
1417,3.365552603
1418,13.79138076
1419,3.084376591
1420,69.80263
1421,65.25094
1422,62.38889
1423,61.46188
1424,49.40477
1425,43.40615
1426,5.970269701
1427,9.312734
1428,6.24751
1429,44.02354
1430,17.1001258
1431,13.49323
1432,15.37432
1433,57.72738
1434,52.58164
1435,68.67996
1436,14.64298089
1437,61.24745
1438,13.87203
1439,18.88610542
1440,15.1418246
1441,21.12911
1442,63.12959
1443,63.28674
1444,17.55118
1445,6.417132666
1446,46.38454
1447,52.39253
1448,7.000993555
1449,61.95264
1450,10.27742832
1451,61.51366
1452,62.96952
1453,14.31807
1454,48.01685
1455,51.27317
1456,2.333094
1457,57.27176
1458,52.59645
1459,1.280342
1460,5.548652108
1461,23.08203
1462,5.497366828
1463,47.77384
1464,60.81561
1465,8.006997906
1466,4.06047424
1467,58.51928
1468,69.86292
1469,58.57706
1470,67.28603
1471,1.502124145
1472,70.33975
1473,61.3125
1474,60.87178
1475,36.26479
1476,3.196943016
1477,2.495010749
1478,59.60557
1479,14.98166868
1480,55.26536
1481,63.80215
1482,62.88109
1483,62.86179
1484,49.76373
1485,2.657783
1486,38.54459
1487,1.650263525
1488,66.9541
1489,4.471254161
1490,22.76986341
1491,16.84928353
1492,49.85906
1493,68.98508
1494,7.03957
1495,71.3386
1496,64.95028
1497,6.396338897
1498,10.70911
1499,6.249599
1500,57.91581
1501,64.37976
1502,2.552193205
1503,1.929621761
1504,12.48678964
1505,9.618627021
1506,70.09961
1507,70.52836
1508,7.481549
1509,19.02547148
1510,3.778575882
1511,1.110729
1512,67.66242
1513,2.110607
1514,1.835564
1515,54.04107
1516,57.54686
1517,64.91211
1518,23.9038
1519,50.69979
1520,2.010811355
1521,23.05042619
1522,69.50311
1523,59.9904
1524,60.95606
1525,64.25291
1526,8.458121948
1527,8.462764
1528,59.98863
1529,63.42586
1530,68.68812
1531,62.54758
1532,44.23945
1533,39.23505
1534,2.542844079
1535,8.915680176
1536,15.02441
1537,2.488097
1538,7.409027
1539,58.66502
1540,3.708394
1541,67.76579
1542,2.684151079
1543,13.85765
1544,7.832238337
1545,9.075014
1546,6.941165
1547,7.567398
1548,53.81991
1549,58.60767
1550,46.84079
1551,62.40518
1552,50.85505
1553,1.416592892
1554,2.180679
1555,65.90305
1556,14.04985628
1557,1.67735795
1558,9.300517617
1559,10.99657
1560,19.9441873
1561,6.597117
1562,60.41609
1563,5.877819
1564,61.51143
1565,64.55211
1566,8.846951024
1567,1.413033
1568,8.951793883
1569,47.6364
1570,70.99616
1571,4.248159714
1572,63.62938
1573,4.278123
1574,6.745272795
1575,70.68543
1576,4.799511
1577,64.95682
1578,19.93923
1579,67.75237
1580,61.9089
1581,48.85809
1582,68.88054
1583,69.2394
1584,11.31382
1585,59.64017
1586,59.003
1587,61.77813
1588,50.53589
1589,57.6549
1590,52.30473
1591,66.60033
1592,56.90852
1593,13.56958731
1594,54.16378
1595,11.58448327
1596,64.34541
1597,2.995498523
1598,5.731198479
1599,7.217041327
1600,53.96674
1601,63.19406
1602,58.04416
1603,52.98033
1604,10.8600084
1605,70.79817
1606,4.32321356
1607,65.50762
1608,20.16124
1609,2.861423443
1610,66.74968
1611,70.40235
1612,56.68304
1613,66.15837
1614,62.2002
1615,68.32444
1616,8.873645
1617,68.21625
1618,6.391286
1619,8.867984
1620,46.77244
1621,61.23692
1622,24.09793
1623,48.45122
1624,3.470685398
1625,66.34669
1626,4.589210527
1627,50.27485
1628,16.53241
1629,2.81822785
1630,6.431215
1631,11.30820237
1632,50.42623
1633,69.14535
1634,23.92132231
1635,29.35795
1636,3.304515
1637,9.321719
1638,46.77756
1639,15.87685513
1640,58.01097
1641,47.02083
1642,44.97976
1643,60.15609
1644,66.17677
1645,61.46682
1646,39.22782
1647,66.92587
1648,12.58298231
1649,9.25677
1650,65.52159
1651,14.44636
1652,7.461144
1653,67.76235
1654,5.526815
1655,56.40122
1656,69.21008
1657,8.440774
1658,4.661936
1659,1.361282
1660,12.36979696
1661,62.52045
1662,11.12611
1663,6.79324
1664,11.38939562
1665,25.43027
1666,64.49464
1667,58.20411
1668,57.55841
1669,12.01513041
1670,71.82981
1671,1.78963
1672,57.692
1673,56.37162
1674,67.21909
1675,5.25157
1676,54.28015
1677,15.33274
1678,71.71986
1679,66.51398
1680,64.93663
1681,49.48328
1682,53.77195
1683,52.61618
1684,5.25445262
1685,68.40649
1686,4.784022
1687,9.16272705
1688,1.625652
1689,65.28829
1690,61.02521
1691,61.57299
1692,71.11027
1693,66.54966
1694,15.88445
1695,16.66607
1696,49.73125
1697,36.44011
1698,7.533801
1699,61.17571
1700,3.1741
1701,1.126364
1702,4.95874
1703,66.31026
1704,64.99061
1705,15.54170472
1706,15.0349197
1707,63.25532
1708,47.01192
1709,58.42415
1710,61.75393
1711,56.37261
1712,54.53013
1713,61.91633
1714,67.55257
1715,6.284107728
1716,70.1175
1717,58.30226
1718,55.6096
1719,21.31617
1720,69.82047
1721,42.31348
1722,55.94357
1723,6.218071
1724,58.58252
1725,6.577676916
1726,61.19712
1727,54.55822
1728,9.907505405
1729,3.386665328
1730,59.05181
1731,55.5206
1732,58.52641
1733,2.348003
1734,56.22378
1735,44.64514
1736,7.2247
1737,61.6107
1738,3.043063167
1739,11.51439
1740,66.17964
1741,5.000016
1742,69.44504
1743,8.209710913
1744,5.803901847
1745,5.102617
1746,67.61943
1747,47.64072
1748,9.841085026
1749,70.24155
1750,16.16886
1751,10.90429
1752,65.54969
1753,12.15758
1754,52.67702
1755,67.16748
1756,17.80378998
1757,62.83437
1758,7.881289
1759,4.650578623
1760,64.19478
1761,58.65554
1762,71.24132
1763,67.09465
1764,20.07541432
1765,8.342325
1766,56.26037
1767,4.066843
1768,66.80152
1769,9.323157168
1770,48.99944
1771,54.40563
1772,19.48387
1773,61.03116
1774,70.82774
1775,2.876901531
1776,4.008932
1777,16.05745
1778,48.25774
1779,63.35604
1780,8.084289
1781,4.947213
1782,45.29142
1783,62.17828
1784,50.79108
1785,10.68004106
1786,9.693608
1787,12.84490034
1788,15.73243
1789,63.70781
1790,61.3684
1791,59.1618
1792,14.6728104
1793,53.02286
1794,49.67201
1795,68.08911
1796,69.31083
1797,12.16872039
1798,2.590677
1799,71.46108
1800,71.52256
1801,10.52104
1802,17.22292
1803,2.359067126
1804,58.2249
1805,67.92804
1806,10.75614
1807,41.97598
1808,5.940902789
1809,3.402225
1810,14.75827
1811,60.92178
1812,10.28304
1813,67.11782
1814,61.48122
1815,6.708628
1816,12.43358232
1817,5.464636
1818,6.896176
1819,59.47664
1820,8.66647
1821,18.08688
1822,17.30262
1823,8.154668093
1824,2.722310392
1825,67.57609
1826,58.4219
1827,19.70229
1828,51.99282
1829,55.08862
