,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
12,1.0,33.0,175137.3,12.01856,14.0,1.0,1.0,207.6386,2150.497966,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
13,0.0,22.0,40885.91,7.489466,10.0,0.0,1.0,149.9598,5264.734623,3.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
14,4.0,39.0,50666.54,4.88644359,6.0,0.0,2.0,240.114868,1877.852717,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
15,0.0,81.0,3456.77,9.462635,11.0,1.0,0.0,222.6326,1641.698648,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
16,4.0,72.0,38137.48,9.296497381,13.0,2.0,0.0,139.983006,911.5267548,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
17,4.0,59.0,36343.28,8.923423,13.0,0.0,0.0,114.9838,4910.178894,3.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
18,0.0,81.0,73761.25,6.47772,13.0,0.0,0.0,172.4705,5004.005579,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
19,0.0,71.0,12174.49,14.81462,11.0,2.0,0.0,159.9794,1455.89147,6.0,5.0,4.0,5.0,2.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
20,5.0,43.0,23638.05,7.073792,13.0,1.0,0.0,242.6143,1178.136437,4.0,3.0,3.0,4.0,3.0,6.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
21,0.0,58.0,4660.45,7.757951,14.0,0.0,2.0,174.9919,3866.102336,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
22,7.0,54.0,54726.01,8.218342,13.0,0.0,0.0,92.5018,5394.351469,5.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
23,2.0,64.0,33589.11,13.56647971,13.0,1.0,0.0,117.468591,1752.198908,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
24,1.0,48.0,34590.21,11.65151,13.0,0.0,0.0,139.965,2229.782748,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
25,7.0,70.0,27430.39,9.919678232,11.0,0.0,1.0,154.975543,1636.158987,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26,1.0,31.0,18025.26,12.82617,16.0,0.0,0.0,149.9483,693.5702614,4.0,4.0,6.0,2.0,4.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
27,3.0,60.0,29753.9,13.19849,12.0,0.0,0.0,210.127,6008.726494,5.0,5.0,4.0,6.0,2.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
28,9.0,18.0,44682.25,11.90936,11.0,2.0,0.0,257.6549,5322.906337,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2.0,24.0,48510.35,17.07819,13.0,0.0,0.0,174.9882,5509.37969,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
30,4.0,47.0,131680.1,12.73072,12.0,0.0,0.0,182.49,5321.727773,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
31,2.0,75.0,4640.91,8.177195,11.0,4.0,0.0,235.1555,5588.672503,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
32,3.0,79.0,86060.95,13.53186,9.0,1.0,1.0,222.6281,2102.1428,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1.0,58.0,45101.92,3.423741645,9.0,2.0,1.0,142.500692,1357.285615,3.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
34,1.0,28.0,62116.37,10.79056,8.0,2.0,0.0,129.9598,6659.018754,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
35,0.0,53.0,8657.1,10.75378608,12.0,1.0,1.0,149.992756,875.8840004,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
36,1.0,71.0,97462.46,12.05972869,13.0,0.0,0.0,127.442069,737.7421962,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
37,3.0,32.0,21486.46,5.349482623,8.0,1.0,0.0,225.145743,2539.76136,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
38,0.0,60.0,13719.94,7.560121916,12.0,2.0,1.0,152.462354,1510.790984,5.0,4.0,4.0,4.0,3.0,5.0,4.0,6.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
39,6.0,64.0,17983.82,7.970578,11.0,0.0,1.0,245.1283,6954.344959,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
40,9.0,77.0,14301.62,9.448073,12.0,1.0,0.0,114.9509,2267.103404,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
41,2.0,79.0,76126.58,9.044187,13.0,1.0,0.0,255.1555,1874.421389,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42,3.0,89.0,4592.51,10.96531534,15.0,2.0,1.0,127.488728,846.2276311,3.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
43,1.0,61.0,32917.43,9.698275,11.0,1.0,0.0,129.9621,5276.996281,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
44,2.0,22.0,43665.61,7.99375,15.0,1.0,1.0,152.4579,5147.07499,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
45,2.0,43.0,20496.34,7.476446,11.0,1.0,1.0,139.9678,4865.394915,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
46,1.0,85.0,58516.37,10.01688,9.0,2.0,0.0,265.147,1103.319343,5.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
47,3.0,33.0,45795.23,5.834138,13.0,0.0,0.0,184.9785,5889.077769,3.0,4.0,4.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48,4.0,45.0,55302.32,9.599153,13.0,2.0,0.0,172.4705,5343.09004,3.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
49,2.0,53.0,48176.26,10.19102,14.0,0.0,0.0,117.4392,1154.151996,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
50,2.0,40.0,25303.83,12.56211,13.0,2.0,0.0,207.6094,1143.400963,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
51,0.0,46.0,49870.24,7.574928,11.0,1.0,0.0,160.0122,546.329954,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
52,1.0,77.0,41646.4,5.185535,9.0,2.0,0.0,149.9741,6498.14477,3.0,3.0,3.0,3.0,6.0,4.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
53,1.0,83.0,14545.96,8.644559,7.0,1.0,0.0,115.0021,3713.937564,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
54,1.0,23.0,70968.23,3.504693,14.0,0.0,1.0,184.9496,6428.811386,4.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
55,3.0,46.0,56497.63,10.4229,10.0,1.0,0.0,182.4608,4176.013803,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
56,0.0,46.0,120301.3,10.35374,15.0,2.0,0.0,220.1323,1367.297406,3.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
57,0.0,83.0,79304.79,10.22159613,13.0,3.0,0.0,242.643514,1507.329753,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
58,1.0,80.0,6274.49,7.98755916,13.0,0.0,2.0,139.99789,474.5558784,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
59,4.0,22.0,8214.65,8.549542,12.0,3.0,1.0,172.4624,4464.887759,3.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
60,2.0,32.0,56607.8,11.78232,15.0,3.0,0.0,115.0021,1945.332394,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
61,3.0,29.0,34098.95,7.228889,13.0,0.0,0.0,137.4684,978.9249944,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
62,2.0,32.0,16592.28,14.92401,13.0,3.0,2.0,252.6378,5165.616078,1.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
63,3.0,80.0,22140.16,11.43541645,16.0,4.0,0.0,104.962874,445.4856462,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
64,3.0,62.0,49939.39,6.398169663,14.0,2.0,0.0,207.49737,693.358004,4.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
65,0.0,51.0,78193.51,13.00676,13.0,2.0,0.0,129.9483,928.1223375,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
66,1.0,34.0,31461.9,8.594848,10.0,1.0,0.0,172.4404,6278.608691,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
67,0.0,18.0,29267.03,11.83986,12.0,0.0,1.0,174.9618,5474.791065,4.0,2.0,5.0,6.0,3.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
68,2.0,34.0,35456.28,11.00273,11.0,1.0,0.0,194.9525,6573.135286,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
69,1.0,33.0,28269.35,10.16339628,7.0,0.0,0.0,149.959755,1077.09525,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
70,4.0,19.0,9566.65,14.04224,5.0,2.0,0.0,202.65,6740.868766,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
71,0.0,24.0,66702.94,12.9605554,12.0,1.0,0.0,242.657291,2072.561109,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
72,0.0,87.0,52838.06,12.66209,11.0,1.0,0.0,157.4836,4491.178233,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
73,0.0,67.0,27422.23,10.46708,9.0,1.0,0.0,147.4783,3294.82859,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
74,3.0,45.0,12616.3,10.20316,13.0,0.0,0.0,275.1336,6621.872123,6.0,7.0,7.0,4.0,5.0,7.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
75,3.0,74.0,6703.29,11.45158,9.0,2.0,0.0,112.4844,1649.813925,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
76,3.0,84.0,4850.34,7.233971,13.0,0.0,0.0,152.466,4149.007278,2.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
77,0.0,54.0,53517.26,5.083439,12.0,0.0,1.0,184.967,5642.295973,7.0,6.0,6.0,4.0,3.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
78,0.0,48.0,31776.75,6.8073,11.0,1.0,0.0,169.9447,688.5203813,4.0,5.0,5.0,4.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
79,1.0,51.0,22019.29,5.209809,14.0,2.0,1.0,149.9598,5156.890432,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
80,4.0,59.0,59794.64,4.836911,14.0,3.0,0.0,144.9889,5838.500288,4.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
81,7.0,76.0,81311.64,13.93608,13.0,1.0,0.0,152.4798,5385.903276,4.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0,2.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
82,1.0,31.0,28469.37,14.01042,12.0,2.0,0.0,242.6106,6894.321474,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
83,2.0,21.0,112429.2,7.972497589,6.0,0.0,0.0,194.958118,1563.848623,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
84,0.0,57.0,20611.13,8.780371,12.0,1.0,0.0,179.9794,1207.589721,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
85,2.0,78.0,47190.38,12.94384,13.0,1.0,1.0,237.6549,1919.953096,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1.0,37.0,57062.8,8.455302586,10.0,0.0,0.0,187.481057,1885.164449,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
87,0.0,23.0,15240.37,9.742724,8.0,1.0,1.0,124.9781,888.4950848,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
88,2.0,48.0,24548.06,7.382379,10.0,0.0,0.0,172.4624,5577.591754,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
89,1.0,69.0,21963.27,5.218632,18.0,1.0,1.0,202.6362,6294.452513,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
90,3.0,88.0,9931.18,11.32031,12.0,2.0,1.0,184.9797,4115.795378,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
